! DateCreation=25/11/2025
! Elections municipales
1;MN;2025;1;92;048;0001;I;931;131;800;800;50;50;700;4;001;200;002;300;003;150;004;50
2;MN;2025;1;92;048;0002;I;1023;173;850;850;15;10;825;4;001;50;002;300;003;475;004;0
3;MN;2025;1;92;048;0003;I;987;237;750;750;10;10;730;4;001;100;002;200;003;300;004;130
4;MN;2025;1;92;048;0004;I;1036;236;800;800;10;10;780;4;001;150;002;250;003;300;004;80
5;MN;2025;1;92;048;0005;I;1006;256;750;750;25;25;700;4;001;100;002;200;003;300;004;100
6;MN;2025;1;92;048;0006;I;1041;141;900;900;12;12;876;4;001;176;002;150;003;300;004;250
7;MN;2025;1;92;048;0007;I;1032;132;900;900;50;30;820;4;001;200;002;300;003;200;004;120
8;MN;2025;1;92;048;0008;I;957;157;800;800;20;20;760;4;001;200;002;300;003;250;004;10
9;MN;2025;1;92;048;0009;I;952;152;800;800;10;2;788;4;001;188;002;200;003;300;004;100
10;MN;2025;1;92;048;0010;I;943;143;800;800;2;3;795;4;001;95;002;250;003;250;004;200
11;MN;2025;1;92;048;0011;I;962;108;854;854;4;4;846;4;001;200;002;200;003;400;004;46
12;MN;2025;1;92;048;0012;I;877;227;650;650;5;5;640;4;001;200;002;200;003;200;004;40
13;MN;2025;1;92;048;0013;I;1072;218;854;854;4;0;850;4;001;150;002;200;003;350;004;150
14;MN;2025;1;92;048;0014;I;933;33;900;900;10;20;870;4;001;100;002;200;003;400;004;170
15;MN;2025;1;92;048;0015;I;1015;15;1000;1000;2;20;978;4;001;50;002;100;003;400;004;428
16;MN;2025;1;92;048;0016;I;973;73;900;900;20;10;870;4;001;100;002;200;003;400;004;170
17;MN;2025;1;92;048;0017;I;1005;25;980;980;10;10;960;4;001;150;002;250;003;400;004;160
18;MN;2025;1;92;048;0018;I;931;31;900;900;20;10;870;4;001;300;002;200;003;300;004;70
19;MN;2025;1;92;048;0019;I;1097;247;850;850;60;10;780;4;001;100;002;200;003;400;004;80
20;MN;2025;1;92;048;0020;I;991;91;900;900;20;30;850;4;001;400;002;100;003;300;004;50
21;MN;2025;1;92;048;0021;I;1014;114;900;900;20;10;870;4;001;50;002;100;003;500;004;220
22;MN;2025;1;92;048;0022;I;1012;112;900;900;30;20;850;4;001;450;002;350;003;25;004;25
23;MN;2025;1;92;048;0023;I;895;45;850;850;20;30;800;4;001;300;002;300;003;100;004;100
24;MN;2025;1;92;048;0024;I;870;70;800;800;60;50;690;4;001;200;002;300;003;100;004;90
25;MN;2025;1;92;048;0025;I;922;122;800;800;20;30;750;4;001;300;002;200;003;200;004;50
26;MN;2025;1;92;048;0026;I;798;98;700;700;50;30;620;4;001;200;002;300;003;100;004;20
27;MN;2025;1;92;048;0027;I;908;8;900;900;20;10;870;4;001;400;002;300;003;100;004;70
28;MN;2025;1;92;048;0028;I;876;76;800;800;20;10;770;4;001;300;002;250;003;200;004;20
29;MN;2025;1;92;048;0029;I;865;65;800;800;15;10;775;4;001;400;002;250;003;100;004;25
30;MN;2025;1;92;048;0030;I;916;16;900;900;10;5;885;4;001;450;002;350;003;50;004;35
31;MN;2025;1;92;048;0031;I;930;30;900;900;5;3;892;4;001;400;002;300;003;100;004;92
32;MN;2025;1;92;048;0032;I;874;174;700;700;2;5;693;4;001;500;002;100;003;50;004;43
