1;mn;2025;10;92;048;0001;i;931;231;700;7000;100;101;680;4;001;1000;002;1001;003;350;004;130
3;MN;2025;1;92;048;0003;I;987;187;800;800;10;10;780;4;001;80;002;50;003;400;004;250
7;MN;2025;1;92;048;0007;I;1032;332;700;700;10;10;680;4;001;80;002;100;003;345;004;155
14;MN;2025;1;92;048;0014;I;933;13;920;920;10;10;900;4;001;50;002;300;003;400;004;150
15;MN;2025;1;92;048;0015;I;1015;15;1000;1000;20;30;950;4;001;50;002;200;003;600;004;100
24;MN;2025;1;92;048;0024;I;870;20;850;850;30;20;800;4;001;50;002;250;003;450;004;50
31;MN;2025;1;92;048;0031;I;930;30;900;900;10;20;870;4;001;200;002;150;003;450;004;70
6;MN;2025;1;92;048;0006;I;1041;241;800;800;10;10;780;4;001;80;002;100;003;400;004;200
8;MN;2025;1;92;048;0008;I;957;207;750;750;5;5;740;4;001;40;002;100;003;380;004;220
9;MN;2025;1;92;048;0009;I;952;152;800;800;10;10;780;4;001;100;002;100;003;400;004;180
10;MN;2025;1;92;048;0010;I;943;243;700;700;10;10;680;4;001;50;002;50;003;340;004;240
11;MN;2025;1;92;048;0011;I;962;262;700;700;10;10;680;4;001;100;002;100;003;350;004;130
16;MN;2025;1;92;048;0016;I;973;23;950;950;20;30;900;4;001;100;002;200;003;500;004;100
23;MN;2025;1;92;048;0023;I;895;5;890;890;30;20;840;4;001;40;002;300;003;450;004;50
25;MN;2025;1;92;048;0025;I;922;22;900;900;30;20;850;4;001;50;002;300;003;450;004;50
27;MN;2025;1;92;048;0027;I;908;8;900;900;50;30;820;4;001;100;002;200;003;500;004;20
2;MN;2025;1;92;048;0002;I;1023;223;800;800;5;5;790;4;001;90;002;100;003;500;004;100
4;MN;2025;1;92;048;0004;I;1036;336;700;700;10;10;680;4;001;80;002;100;003;350;004;150
5;MN;2025;1;92;048;0005;I;1006;256;750;750;25;25;700;4;001;150;002;150;003;352;004;48
12;MN;2025;1;92;048;0012;I;877;177;700;700;25;25;650;4;001;50;002;200;003;300;004;100
13;MN;2025;1;92;048;0013;I;1072;272;800;800;10;10;780;4;001;50;002;250;003;350;004;130
17;MN;2025;1;92;048;0017;I;1005;5;1000;1000;25;15;960;4;001;50;002;150;003;600;004;160
18;MN;2025;1;92;048;0018;I;931;31;900;900;20;30;850;4;001;50;002;200;003;500;004;100
19;MN;2025;1;92;048;0019;I;1097;97;1000;1000;20;20;960;4;001;60;002;200;003;600;004;100
20;MN;2025;1;92;048;0020;I;991;41;950;950;10;40;900;4;001;50;002;250;003;550;004;50
21;MN;2025;1;92;048;0021;I;1014;14;1000;1000;20;30;950;4;001;100;002;300;003;500;004;50
22;MN;2025;1;92;048;0022;I;1012;12;1000;1000;25;25;950;4;001;50;002;250;003;600;004;50
26;MN;2025;1;92;048;0026;I;798;48;750;750;20;30;700;4;001;130;002;150;003;400;004;20
28;MN;2025;1;92;048;0028;I;876;26;850;850;30;20;800;4;001;200;002;100;003;430;004;70
29;MN;2025;1;92;048;0029;I;865;65;800;800;20;10;770;4;001;250;002;150;003;350;004;20
30;MN;2025;1;92;048;0030;I;916;16;900;900;50;20;830;4;001;200;002;100;003;400;004;130
32;MN;2025;1;92;048;0032;I;874;74;800;800;5;20;775;4;001;200;002;100;003;350;004;125
